month,day,year,group,location,id,uid_4826,substem,y,x,species,dbh_cm,crown_condition,trunk_damage,comments,problems
September,7,2021,KJCL,waterfront,C108,817,,44.64587,-63.5708,PIRE,23.2,G,N,,
September,7,2021,KJCL,waterfront,C109,818,,44.64586,-63.5708,PISY,23.6,F,N,"stressed cond., weird growth (bulges or branches)",
September,7,2021,KJCL,waterfront,C11,819,,44.64481,-63.5689,PIRE,26,F,N,,
September,7,2021,KJCL,waterfront,C110,820,,44.64584,-63.5708,PIRE,23.2,F,N,,
September,7,2021,KJCL,waterfront,C111,821,,44.64584,-63.5708,PISY,19.7,F,N,,
September,7,2021,KJCL,waterfront,C112,822,,44.64583,-63.5708,PIRE,25.9,G,N,,
September,7,2021,KJCL,waterfront,C113,823,,44.64579,-63.5707,BEPA,10,G,N,,
September,7,2021,KJCL,waterfront,C114,824,,44.64577,-63.5707,TIAM,33.1,G,N,,
September,7,2021,KJCL,waterfront,C115,825,,44.64573,-63.5707,TIAM,28.6,G,N,broken limb on bottom,
September,7,2021,KJCL,waterfront,C116,826,,44.64568,-63.5707,Sorbus sp.,9.7,G,N,"tethered, 9.7 cm",
September,7,2021,KJCL,waterfront,C117A,827,a,44.64564,-63.5707,SOAU,6.5,G,N,"6, 3.1, 4.6",
September,7,2021,KJCL,waterfront,C117B,828,b,44.64564,-63.5707,SOAU,5.6,G,N,,
September,7,2021,KJCL,waterfront,C117C,829,c,44.64564,-63.5707,SOAU,4.5,G,N,,
September,7,2021,KJCL,waterfront,C118,830,,44.64555,-63.5706,,8.2,P,Y,"dead, 8.2, 5.7cm",
September,7,2021,KJCL,waterfront,C119,831,,44.64552,-63.5706,Sorbus sp.,11.1,F,Y,"10.2, 6.2, 8.2, 7.4",
September,7,2021,KJCL,waterfront,C12,832,,44.6448,-63.5689,PIRE,25.4,F,N,,
September,7,2021,KJCL,waterfront,C120,833,,44.64549,-63.5706,PIRE,37.6,G,N,,
September,7,2021,KJCL,waterfront,C121,834,,44.64549,-63.5706,PIRE,29.6,F,N,,
September,7,2021,KJCL,waterfront,C122,835,,44.64547,-63.5706,PIRE,19.6,F,N,,
September,7,2021,KJCL,waterfront,C123,836,,44.64548,-63.5706,PIRE,19.2,F,N,,
September,7,2021,KJCL,waterfront,C124,837,,44.64546,-63.5706,PIRE,19.2,F,N,,
September,7,2021,KJCL,waterfront,C125,838,,44.64544,-63.5706,TIAM,23,G,N,,
September,7,2021,KJCL,waterfront,C126,839,,44.64544,-63.5705,TIAM,24.2,G,N,,
September,7,2021,KJCL,waterfront,C127,840,,44.64541,-63.5705,TIAM,27,G,N,,
September,7,2021,KJCL,waterfront,C128,841,,44.64538,-63.5705,TIAM,25.1,G,N,,
September,7,2021,KJCL,waterfront,C129,842,,44.64677,-63.5709,TIAM,35.3,G,N,,
September,7,2021,KJCL,waterfront,C13,843,,44.6448,-63.569,PIRE,12.5,P,Y,"no bark at base, insect damage. DBH: 11.5. is dead.",
September,7,2021,KJCL,waterfront,C130,844,,44.64682,-63.5709,TIAM,27,G,N,,
September,7,2021,KJCL,waterfront,C131,845,,44.64686,-63.5709,TIAM,32.9,G,N,,
September,7,2021,KJCL,waterfront,C132,846,,44.64691,-63.5709,TIAM,13,G,N,,
September,7,2021,KJCL,waterfront,C133,847,,44.64694,-63.5708,TIAM,15.1,G,N,,
September,7,2021,KJCL,waterfront,C134,848,,44.64696,-63.5707,TIAM,15.7,G,N,,
September,7,2021,KJCL,waterfront,C135,849,,44.64698,-63.5707,TIAM,32,G,N,,
September,7,2021,KJCL,waterfront,C136,850,,44.64699,-63.5706,TIAM,37.2,G,N,,
September,7,2021,KJCL,waterfront,C137,851,,44.64719,-63.5705,TIAM,14.5,G,N,leaves and trunk blackened,
September,7,2021,KJCL,waterfront,C138,852,,44.64704,-63.5705,TIAM,37,G,N,,
September,7,2021,KJCL,waterfront,C139,853,,44.64705,-63.5704,TIAM,16.6,G,N,,
September,7,2021,KJCL,waterfront,C14,854,,44.64478,-63.5691,PIRE,27,F,N,,
September,7,2021,KJCL,waterfront,C140,855,,44.647,-63.5704,QURO,13.4,G,N,white waxy substance,
September,7,2021,KJCL,waterfront,C141,856,,44.647,-63.5704,QURO,7.7,G,N,white waxy substance on lower leaves,
September,7,2021,KJCL,waterfront,C142,857,,44.64698,-63.5701,QURO,5,F,N,"dead top, waxy leaves, appears to be dying, fungi on trunk",
September,7,2021,KJCL,waterfront,C143,858,,44.64693,-63.5703,SYRE,5.1,F,N,tethered,
September,7,2021,KJCL,waterfront,C144,859,,44.64692,-63.5703,SYRE,4.8,G,Y,tethered,
September,7,2021,KJCL,waterfront,C145,860,,44.64691,-63.5703,SYRE,5.3,G,N,"leaves browning, tethered",
September,7,2021,KJCL,waterfront,C146,861,,44.64691,-63.5704,SYRE,4.5,G,Y,"leaves browning, tethered",
September,7,2021,KJCL,waterfront,C147,862,,44.6469,-63.5704,SYRE,4.7,G,N,"leaves browning, tethered",
September,7,2021,KJCL,waterfront,C148,863,,44.64683,-63.5702,BEPA,10.4,F,N,"large bulge, 8.5cm",
September,7,2021,KJCL,waterfront,C149,864,,44.6468,-63.5703,Serviceberry sp.,6.3,G,N,"4.8cm, not certain on ID",
September,7,2021,KJCL,waterfront,C15,865,,44.64477,-63.5691,PIRE,19.3,P,N,dead tree. Insect holes in trunk.,
September,7,2021,KJCL,waterfront,C150,866,,44.6468,-63.5703,Serviceberry sp.,9.2,G,N,"7, 4.7cm",
September,7,2021,KJCL,waterfront,C151,867,,44.64681,-63.5704,Serviceberry sp.,8.3,G,N,,
September,7,2021,KJCL,waterfront,C152,868,,44.64679,-63.5704,Serviceberry sp.,7,G,N,4.6cm,
September,7,2021,KJCL,waterfront,C153,869,,44.64683,-63.5705,Serviceberry sp.,5.8,G,N,,
September,7,2021,KJCL,waterfront,C154,870,,44.64682,-63.5705,Serviceberry sp.,7.5,G,N,,
September,7,2021,KJCL,waterfront,C155,871,,44.64684,-63.5706,TIPL,14.8,G,N,"blackened leaves, not certain on ID, very big heart shaped leaf",
September,7,2021,KJCL,waterfront,C156A,872,a,44.64682,-63.5705,Serviceberry sp.,2.9,F,N,,
September,7,2021,KJCL,waterfront,C156B,873,b,44.64682,-63.5705,Serviceberry sp.,6.4,G,N,,
September,7,2021,KJCL,waterfront,C157,874,,44.64681,-63.5706,TIAM,27.3,F,N,,
September,7,2021,KJCL,waterfront,C158A,875,a,44.64679,-63.5706,Serviceberry sp.,7,G,N,,
September,7,2021,KJCL,waterfront,C158B,876,b,44.64679,-63.5706,Serviceberry sp.,3.9,G,N,,
September,7,2021,KJCL,waterfront,C159,877,,44.64678,-63.5707,TIAM,33.3,G,Y,blackened leaves,
September,7,2021,KJCL,waterfront,C16,878,,44.64477,-63.5692,PIRE,23.9,F,N,,
September,7,2021,KJCL,waterfront,C160,879,,44.64676,-63.5707,Serviceberry sp.,5.8,G,Y,,
September,7,2021,KJCL,waterfront,C161,880,,44.64731,-63.571,MACO,22.6,G,N,broken limb,
September,7,2021,KJCL,waterfront,C162,881,,44.64737,-63.5711,MACO,18.5,G,N,,
September,7,2021,KJCL,waterfront,C163,882,,44.64743,-63.5711,MACO,27,G,N,,
September,7,2021,KJCL,waterfront,C164,883,,44.64794,-63.571,SYRE,3.3,G,N,,
September,7,2021,KJCL,waterfront,C165,884,,44.64795,-63.571,SYRE,3.4,G,Y,,
September,7,2021,KJCL,waterfront,C166,885,,44.64797,-63.5708,ULAM,5.3,G,N,,
September,7,2021,KJCL,waterfront,C167,886,,44.64798,-63.5708,ULAM,5.9,G,N,,
September,7,2021,KJCL,waterfront,C168,887,,44.648,-63.5707,ULAM,5.5,G,Y,,
September,7,2021,KJCL,waterfront,C169,888,,44.64801,-63.5707,ULAM,4.7,G,Y,,
September,7,2021,KJCL,waterfront,C17,889,,44.64476,-63.5692,PIRE,25.7,P,N,,
September,7,2021,KJCL,waterfront,C170,890,,44.64803,-63.5706,ULAM,4.4,G,Y,,
September,7,2021,KJCL,waterfront,C171,891,,44.64838,-63.5718,ULAM,9.2,G,N,,
September,7,2021,KJCL,waterfront,C172,892,,44.64858,-63.5719,ULAM,8.8,G,N,,
September,7,2021,KJCL,waterfront,C173,893,,44.64895,-63.5721,PIGL,9.8,G,N,tethered,
September,7,2021,KJCL,waterfront,C174,894,,44.64898,-63.5721,BEPA,8.9,F,N,"tethered, wilted",
September,7,2021,KJCL,waterfront,C175,895,,44.64894,-63.572,ULAM,8,F,N,tethered,
September,7,2021,KJCL,waterfront,C176,896,,44.64895,-63.572,PIGL,7.6,G,N,tethered,
September,7,2021,KJCL,waterfront,C177,897,,44.64893,-63.572,BEPA,8.5,F,N,tethered,
September,7,2021,KJCL,waterfront,C178,898,,44.64895,-63.5719,BEPA,4,F,N,"3.5cm, galls",
September,7,2021,KJCL,waterfront,C179,899,,44.64897,-63.5719,PIGL,9.9,G,N,tethered,
September,7,2021,KJCL,waterfront,C18,900,,44.64475,-63.5692,PIRE,18.3,F,N,crooked trunk,
September,7,2021,KJCL,waterfront,C180,901,,44.64898,-63.5719,BEPA,4.6,F,N,"galls, 3.6, 3.2cm",
September,7,2021,KJCL,waterfront,C181,902,,44.64917,-63.5726,QURO,10.8,G,N,"8.8cm, browning leaves",
September,7,2021,KJCL,waterfront,C182,903,,44.64922,-63.5726,ACPL,41.2,F,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C183,904,,44.64929,-63.5727,ACRU,17.8,F,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C184,905,,44.64935,-63.5728,ACPL,40.1,F,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C185,906,,44.65059,-63.5725,ACPA,6.8,F,N,"wrapped in lights, 7.5cm, 8.6cm",
September,7,2021,KJCL,waterfront,C186,907,,44.65063,-63.5725,ACPA,11.2,G,y,"wrapped in lights, insect damage, 5.3cm, 6.1cm",
September,7,2021,KJCL,waterfront,C19,908,,44.64475,-63.5692,PIRE,30.2,G,N,dead branches @ base,
September,7,2021,KJCL,waterfront,C2,909,,44.64393,-63.569,PYCA,22.1,G,N,,
September,7,2021,KJCL,waterfront,C20,910,,44.64472,-63.5693,PIRE,27,G,N,,
September,7,2021,KJCL,waterfront,C21,911,,44.64467,-63.5695,PIGL,13.4,F,Y,,
September,7,2021,KJCL,waterfront,C22,912,,44.64464,-63.5696,PIGL,18.5,F,N,,
September,7,2021,KJCL,waterfront,C23,913,,44.64464,-63.5696,PIGL,12.1,P,N,dead,
September,7,2021,KJCL,waterfront,C24,914,,44.64464,-63.5697,PIGL,18.4,F,Y,sap along trunk,
September,7,2021,KJCL,waterfront,C25,915,,44.64463,-63.5697,PIGL,10.6,P,Y,dead,
September,7,2021,KJCL,waterfront,C26,916,,44.64462,-63.5697,PIRE,32,F,N,,
September,7,2021,KJCL,waterfront,C27,917,,44.64462,-63.5697,PIRE,31.1,F,Y,minor trunk damage,
September,7,2021,KJCL,waterfront,C28,918,,44.6446,-63.5698,QUVE,23.9,G,N,many healed wounds on trunk,
September,7,2021,KJCL,waterfront,C29,919,,44.64459,-63.5699,MAFU,31.4,G,N,not 100% on ID - red apples,
September,7,2021,KJCL,waterfront,C3,920,,44.64396,-63.5689,PYCA,23.9,G,N,power line up trunk,
September,7,2021,KJCL,waterfront,C30,921,,44.64475,-63.57,BEPA,15.4,G,Y,"DBH: 11.2, 13.4",
September,7,2021,KJCL,waterfront,C31,922,,44.64502,-63.5702,MAFU,15.2,F,N,"broken branches, missing bark",
September,7,2021,KJCL,waterfront,C32,923,,44.64504,-63.5702,MAFU,28.3,G,N,"DBH: 18.3, 12.8, 18.3, 12.8. insect holes.",
September,7,2021,KJCL,waterfront,C33,924,,44.64505,-63.5702,PIRE,24.4,F,N,,
September,7,2021,KJCL,waterfront,C34,925,,44.64505,-63.5702,PIRE,26.8,F,Y,,
September,7,2021,KJCL,waterfront,C35,926,,44.64507,-63.5702,PIRE,26.7,F,N,,
September,7,2021,KJCL,waterfront,C36,927,,44.64509,-63.5702,PIRE,25.2,G,N,,
September,7,2021,KJCL,waterfront,C37,928,,44.6451,-63.5703,Sorbus sp.,18.4,G,N,"DBH: 12.8, 12.1, 13.5.",
September,7,2021,KJCL,waterfront,C38,929,,44.64513,-63.5703,Sorbus sp.,15.4,F,N,"DBH: 10.3, 9.1, 13.5.",
September,7,2021,KJCL,waterfront,C39,930,,44.64514,-63.5703,PIRE,15.3,G,N,in concrete pot,
September,7,2021,KJCL,waterfront,C4,931,,44.64393,-63.5686,GIBI,22.2,G,N,,
September,7,2021,KJCL,waterfront,C40,932,,44.64538,-63.5704,AEHI,9.9,G,N,,
September,7,2021,KJCL,waterfront,C41,933,,44.64538,-63.5704,ACPL,26.5,G,N,"fungal disease, brown dots, white sap at leaf stem",
September,7,2021,KJCL,waterfront,C42,934,,44.64538,-63.5704,ACPL,26.1,G,N,brown spots,
September,7,2021,KJCL,waterfront,C43,935,,44.64539,-63.5703,ACPL,22.1,G,N,brown spots,
September,7,2021,KJCL,waterfront,C44,936,,44.64542,-63.5703,PIRE,18.2,G,N,,
September,7,2021,KJCL,waterfront,C45,937,,44.64541,-63.5703,ACPL,22.7,G,N,brown spots,
September,7,2021,KJCL,waterfront,C46,938,,44.64543,-63.5702,PIRE,10.2,G,N,"leaning, missing top",
September,7,2021,KJCL,waterfront,C47,939,,44.64544,-63.5703,PIRE,18,P,Y,dead,
September,7,2021,KJCL,waterfront,C48,940,,44.64542,-63.5703,ACPL,22.9,G,N,brown spots,
September,7,2021,KJCL,waterfront,C49,941,,44.64543,-63.5702,ACPL,22.3,G,N,brown spots,
September,7,2021,KJCL,waterfront,C5,942,,44.64395,-63.5685,TIAM,31.7,G,Y,,
September,7,2021,KJCL,waterfront,C50,943,,44.64543,-63.5701,TIAM,24.6,G,N,brown spots,
September,7,2021,KJCL,waterfront,C51,944,,44.64544,-63.5701,TIAM,29.6,G,N,brown spots,
September,7,2021,KJCL,waterfront,C52,945,,44.64546,-63.5701,MAFU,10,G,Y,missing bark,
September,7,2021,KJCL,waterfront,C53,946,,44.64547,-63.5701,MAFU,24,G,N,insect holes in trunk,
September,7,2021,KJCL,waterfront,C54,947,,44.64547,-63.5701,MAFU,16.8,G,N,,
September,7,2021,KJCL,waterfront,C55,948,,44.6455,-63.5701,TIAM,23.3,G,N,,
September,7,2021,KJCL,waterfront,C56,949,,44.64547,-63.57,ACPL,26.5,F,N,"brown spots, dead edges", 
September,7,2021,KJCL,waterfront,C57,950,,44.64548,-63.57,ACPL,18.1,F,N,,
September,7,2021,KJCL,waterfront,C58,951,,44.6455,-63.57,ACPL,14.3,F,N,dead leaf edges & spots,
September,7,2021,KJCL,waterfront,C59,952,,44.64552,-63.5699,PISY,28.8,G,N,,
September,7,2021,KJCL,waterfront,C6,953,,44.64444,-63.5685,PRVI,13.2,G,N,"DBH: 12.0, 11.7",
September,7,2021,KJCL,waterfront,C60,954,,44.64551,-63.5699,ACPL,14.5,G,N,"white + brown spots, vertical slit on trunk",
September,7,2021,KJCL,waterfront,C61,955,,44.64552,-63.5699,PISY,21.6,G,N,,
September,7,2021,KJCL,waterfront,C62,956,,44.64551,-63.5699,ACPL,14.9,G,N,white + brown spots,
September,7,2021,KJCL,waterfront,C63,957,,44.64552,-63.5698,ACPL,16.6,G,N,browning on leaves,
September,7,2021,KJCL,waterfront,C64,958,,44.64554,-63.5698,PISY,26.1,G,N,,
September,7,2021,KJCL,waterfront,C65,959,,44.64553,-63.5698,TIAM,26.9,F,N,brown spots,
September,7,2021,KJCL,waterfront,C66,960,,44.64557,-63.5696,ACPL,16.8,G,N,brown + white spots + black,
September,7,2021,KJCL,waterfront,C67,961,,44.64557,-63.5696,ACPL,17.5,F,N,brown + white spots + black,
September,7,2021,KJCL,waterfront,C68,962,,44.64559,-63.5696,ACPL,18.1,F,N,"brown + white spots + black, healed vertical slits down trunk",
September,7,2021,KJCL,waterfront,C69,963,,44.6456,-63.5695,ACPL,15.8,G,N,some die back + spots,
September,7,2021,KJCL,waterfront,C7,964,,44.64458,-63.5685,PIRE,25.9,F,N,,
September,7,2021,KJCL,waterfront,C70,965,,44.64561,-63.5695,ACPL,23.1,G,N,"insects, spots, healed vertical slit",
September,7,2021,KJCL,waterfront,C71,966,,44.64566,-63.5693,PIRE,40.8,G,N,,
September,7,2021,KJCL,waterfront,C72,967,,44.64569,-63.5693,PIRE,27.3,F,N,,
September,7,2021,KJCL,waterfront,C73,968,,44.64572,-63.5693,PIRE,31,G,N,,
September,7,2021,KJCL,waterfront,C74,969,,44.64573,-63.5693,PIRE,34.3,F,N,,
September,7,2021,KJCL,waterfront,C75,970,,44.64618,-63.5694,PIRE,29.1,G,N,other: 27.1,
September,7,2021,KJCL,waterfront,C76,971,,44.6462,-63.5694,PIRE,31,G,N,outlet attached to the trunk,
September,7,2021,KJCL,waterfront,C77,972,,44.64622,-63.5694,PIRE,27.8,G,N,,
September,7,2021,KJCL,waterfront,C78,973,,44.64619,-63.5694,ACSA,4.8,G,N,"teathered, gall",
September,7,2021,KJCL,waterfront,C79,974,,44.64622,-63.5694,ACPL,20.8,F,N,a lot of branches cut off,
September,7,2021,KJCL,waterfront,C8,975,,44.64465,-63.5685,TIAM,29.3,G,N,,
September,7,2021,KJCL,waterfront,C80,976,,44.64634,-63.5694,ACPL,14.2,F,Y,fungal disease,
September,7,2021,KJCL,waterfront,C81,977,,44.64635,-63.5694,PIRE,34.3,F,N,,
September,7,2021,KJCL,waterfront,C82,978,,44.64637,-63.5694,PIRE,38.5,G,N,,
September,7,2021,KJCL,waterfront,C83,979,,44.64638,-63.5694,PIRE,13.6,G,N,other: 11.3,
September,7,2021,KJCL,waterfront,C84,980,,44.6464,-63.5698,ACPL,16.7,G,N,"fungal disease, ziptie on bottom",
September,7,2021,KJCL,waterfront,C85,981,,44.64642,-63.5694,ACSA,5.1,G,N,was tethered but not now,
September,7,2021,KJCL,waterfront,C86,982,,44.64608,-63.5691,ACSA,4.8,G,Y,,
September,7,2021,KJCL,waterfront,C87,983,,44.6463,-63.5691,ACSA,5.3,G,N,,
September,7,2021,KJCL,waterfront,C88,984,,44.64653,-63.5692,ACSA,5.2,G,N,,
September,7,2021,KJCL,waterfront,C89,985,,44.64678,-63.5693,ACSA,5.4,G,Y,,
September,7,2021,KJCL,waterfront,C9,986,,44.64469,-63.5683,SYRE,13.8,F,N,DBH: 10.9. multiple smaller deviations at DBH,
September,7,2021,KJCL,waterfront,C90,987,,44.64668,-63.5698,PIRE,35.4,G,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C91,988,,44.64667,-63.5698,PIRE,32.3,G,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C92,989,,44.64667,-63.5698,PIRE,34.1,G,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C93,990,,44.64666,-63.5698,ACPL,24.1,F,N,wrapped in lights,
September,7,2021,KJCL,waterfront,C94,991,,44.64662,-63.57,PIRE,17.1,F,N,,
September,7,2021,KJCL,waterfront,C95,992,,44.64655,-63.57,BEPA,17,G,Y,"15.4 cm, 12.8 cm",
September,7,2021,KJCL,waterfront,C96,993,,44.64624,-63.5708,PIGL,16.8,G,Y,,
September,7,2021,KJCL,waterfront,C97,994,,44.64626,-63.5708,TIAM,24.1,G,Y,,
September,7,2021,KJCL,waterfront,C98,995,,44.64604,-63.5708,PIRE,29.7,G,N,,
September,7,2021,KJCL,waterfront,C99,996,,44.64602,-63.5708,PIRE,22,G,N,21.3cm,
September,7,2021,MEGY ,waterfront,A34,997,,44.64462,-63.5696,ACRU,15.5,F,N,diseased leaves,
